theta (rad),r (-),radial mach,tangential mach,mach number,x,y
1.413913,0.716350,0.219887,-1.399036,1.416211,0.111923,0.707552
1.414208,0.716317,0.219475,-1.399101,1.416211,0.111709,0.707552
1.414502,0.716283,0.219063,-1.399166,1.416212,0.111496,0.707553
1.414797,0.716250,0.218651,-1.399231,1.416212,0.111282,0.707553
1.415091,0.716218,0.218239,-1.399296,1.416212,0.111069,0.707553
1.415386,0.716185,0.217827,-1.399361,1.416213,0.110855,0.707553
1.415680,0.716152,0.217415,-1.399425,1.416213,0.110642,0.707553
1.415975,0.716119,0.217003,-1.399490,1.416214,0.110428,0.707554
1.416269,0.716086,0.216590,-1.399554,1.416214,0.110215,0.707554
1.416564,0.716054,0.216178,-1.399618,1.416215,0.110001,0.707554
1.416858,0.716021,0.215766,-1.399682,1.416215,0.109788,0.707554
1.417153,0.715989,0.215354,-1.399746,1.416215,0.109575,0.707555
1.417447,0.715956,0.214941,-1.399810,1.416216,0.109361,0.707555
1.417742,0.715924,0.214529,-1.399874,1.416216,0.109148,0.707555
1.418036,0.715892,0.214117,-1.399937,1.416217,0.108935,0.707555
1.418331,0.715860,0.213705,-1.400001,1.416217,0.108721,0.707555
1.418625,0.715827,0.213292,-1.400064,1.416218,0.108508,0.707556
1.418920,0.715795,0.212880,-1.400127,1.416218,0.108295,0.707556
1.419214,0.715763,0.212467,-1.400190,1.416218,0.108082,0.707556
1.419509,0.715731,0.212055,-1.400253,1.416219,0.107869,0.707556
1.419804,0.715699,0.211643,-1.400316,1.416219,0.107655,0.707556
1.420098,0.715668,0.211230,-1.400379,1.416220,0.107442,0.707557
1.420393,0.715636,0.210818,-1.400441,1.416220,0.107229,0.707557
1.420687,0.715604,0.210405,-1.400504,1.416221,0.107016,0.707557
1.420982,0.715573,0.209993,-1.400566,1.416221,0.106803,0.707557
1.421276,0.715541,0.209580,-1.400628,1.416221,0.106590,0.707557
1.421571,0.715509,0.209168,-1.400690,1.416222,0.106377,0.707558
1.421865,0.715478,0.208755,-1.400752,1.416222,0.106163,0.707558
1.422160,0.715447,0.208343,-1.400814,1.416223,0.105950,0.707558
1.422454,0.715415,0.207930,-1.400876,1.416223,0.105737,0.707558
1.422749,0.715384,0.207517,-1.400937,1.416224,0.105524,0.707559
1.423043,0.715353,0.207105,-1.400999,1.416224,0.105311,0.707559
1.423338,0.715322,0.206692,-1.401060,1.416224,0.105098,0.707559
1.423632,0.715291,0.206280,-1.401122,1.416225,0.104885,0.707559
1.423927,0.715260,0.205867,-1.401183,1.416225,0.104673,0.707559
1.424221,0.715229,0.205454,-1.401244,1.416226,0.104460,0.707560
1.424516,0.715198,0.205041,-1.401305,1.416226,0.104247,0.707560
1.424810,0.715167,0.204629,-1.401365,1.416227,0.104034,0.707560
1.425105,0.715137,0.204216,-1.401426,1.416227,0.103821,0.707560
1.425399,0.715106,0.203803,-1.401487,1.416227,0.103608,0.707560
1.425694,0.715075,0.203390,-1.401547,1.416228,0.103395,0.707561
1.425989,0.715045,0.202978,-1.401607,1.416228,0.103183,0.707561
1.426283,0.715014,0.202565,-1.401667,1.416229,0.102970,0.707561
1.426578,0.714984,0.202152,-1.401727,1.416229,0.102757,0.707561
1.426872,0.714954,0.201739,-1.401787,1.416230,0.102544,0.707561
1.427167,0.714923,0.201326,-1.401847,1.416230,0.102332,0.707562
1.427461,0.714893,0.200913,-1.401907,1.416230,0.102119,0.707562
1.427756,0.714863,0.200501,-1.401966,1.416231,0.101906,0.707562
1.428050,0.714833,0.200088,-1.402026,1.416231,0.101693,0.707562
1.428345,0.714803,0.199675,-1.402085,1.416232,0.101481,0.707563
1.428639,0.714773,0.199262,-1.402144,1.416232,0.101268,0.707563
1.428934,0.714743,0.198849,-1.402203,1.416233,0.101056,0.707563
1.429228,0.714713,0.198436,-1.402262,1.416233,0.100843,0.707563
1.429523,0.714683,0.198023,-1.402321,1.416233,0.100630,0.707563
1.429817,0.714654,0.197610,-1.402380,1.416234,0.100418,0.707564
1.430112,0.714624,0.197197,-1.402438,1.416234,0.100205,0.707564
1.430406,0.714595,0.196784,-1.402497,1.416235,0.099993,0.707564
1.430701,0.714565,0.196371,-1.402555,1.416235,0.099780,0.707564
1.430995,0.714536,0.195957,-1.402613,1.416236,0.099568,0.707564
1.431290,0.714506,0.195544,-1.402671,1.416236,0.099355,0.707565
1.431585,0.714477,0.195131,-1.402729,1.416236,0.099143,0.707565
1.431879,0.714448,0.194718,-1.402787,1.416237,0.098930,0.707565
1.432174,0.714419,0.194305,-1.402845,1.416237,0.098718,0.707565
1.432468,0.714389,0.193892,-1.402902,1.416238,0.098505,0.707565
1.432763,0.714360,0.193478,-1.402960,1.416238,0.098293,0.707566
1.433057,0.714331,0.193065,-1.403017,1.416239,0.098081,0.707566
1.433352,0.714302,0.192652,-1.403075,1.416239,0.097868,0.707566
1.433646,0.714274,0.192239,-1.403132,1.416239,0.097656,0.707566
1.433941,0.714245,0.191826,-1.403189,1.416240,0.097444,0.707567
1.434235,0.714216,0.191412,-1.403245,1.416240,0.097231,0.707567
1.434530,0.714187,0.190999,-1.403302,1.416241,0.097019,0.707567
1.434824,0.714159,0.190586,-1.403359,1.416241,0.096807,0.707567
1.435119,0.714130,0.190172,-1.403415,1.416242,0.096594,0.707567
1.435413,0.714102,0.189759,-1.403472,1.416242,0.096382,0.707568
1.435708,0.714073,0.189346,-1.403528,1.416242,0.096170,0.707568
1.436002,0.714045,0.188932,-1.403584,1.416243,0.095958,0.707568
1.436297,0.714017,0.188519,-1.403640,1.416243,0.095746,0.707568
1.436591,0.713989,0.188105,-1.403696,1.416244,0.095533,0.707568
1.436886,0.713960,0.187692,-1.403752,1.416244,0.095321,0.707569
1.437180,0.713932,0.187279,-1.403807,1.416245,0.095109,0.707569
1.437475,0.713904,0.186865,-1.403863,1.416245,0.094897,0.707569
1.437770,0.713876,0.186452,-1.403918,1.416245,0.094685,0.707569
1.438064,0.713848,0.186038,-1.403974,1.416246,0.094473,0.707569
1.438359,0.713821,0.185625,-1.404029,1.416246,0.094261,0.707570
1.438653,0.713793,0.185211,-1.404084,1.416247,0.094049,0.707570
1.438948,0.713765,0.184797,-1.404139,1.416247,0.093837,0.707570
1.439242,0.713738,0.184384,-1.404194,1.416248,0.093625,0.707570
1.439537,0.713710,0.183970,-1.404248,1.416248,0.093413,0.707571
1.439831,0.713682,0.183557,-1.404303,1.416248,0.093201,0.707571
1.440126,0.713655,0.183143,-1.404357,1.416249,0.092989,0.707571
1.440420,0.713628,0.182730,-1.404412,1.416249,0.092777,0.707571
1.440715,0.713600,0.182316,-1.404466,1.416250,0.092565,0.707571
1.441009,0.713573,0.181902,-1.404520,1.416250,0.092353,0.707572
1.441304,0.713546,0.181489,-1.404574,1.416251,0.092141,0.707572
1.441598,0.713519,0.181075,-1.404628,1.416251,0.091929,0.707572
1.441893,0.713492,0.180661,-1.404681,1.416251,0.091717,0.707572
1.442187,0.713465,0.180247,-1.404735,1.416252,0.091505,0.707572
1.442482,0.713438,0.179834,-1.404788,1.416252,0.091293,0.707573
1.442776,0.713411,0.179420,-1.404842,1.416253,0.091082,0.707573
1.443071,0.713384,0.179006,-1.404895,1.416253,0.090870,0.707573
1.443365,0.713357,0.178592,-1.404948,1.416253,0.090658,0.707573
1.443660,0.713331,0.178179,-1.405001,1.416254,0.090446,0.707573
1.443955,0.713304,0.177765,-1.405054,1.416254,0.090234,0.707574
1.444249,0.713278,0.177351,-1.405106,1.416255,0.090023,0.707574
1.444544,0.713251,0.176937,-1.405159,1.416255,0.089811,0.707574
1.444838,0.713225,0.176523,-1.405212,1.416256,0.089599,0.707574
1.445133,0.713198,0.176109,-1.405264,1.416256,0.089387,0.707575
1.445427,0.713172,0.175695,-1.405316,1.416256,0.089176,0.707575
1.445722,0.713146,0.175282,-1.405368,1.416257,0.088964,0.707575
1.446016,0.713120,0.174868,-1.405420,1.416257,0.088752,0.707575
1.446311,0.713094,0.174454,-1.405472,1.416258,0.088541,0.707575
1.446605,0.713067,0.174040,-1.405524,1.416258,0.088329,0.707576
1.446900,0.713041,0.173626,-1.405575,1.416259,0.088118,0.707576
1.447194,0.713016,0.173212,-1.405627,1.416259,0.087906,0.707576
1.447489,0.712990,0.172798,-1.405678,1.416259,0.087694,0.707576
1.447783,0.712964,0.172384,-1.405730,1.416260,0.087483,0.707576
1.448078,0.712938,0.171970,-1.405781,1.416260,0.087271,0.707577
1.448372,0.712913,0.171556,-1.405832,1.416261,0.087060,0.707577
1.448667,0.712887,0.171142,-1.405883,1.416261,0.086848,0.707577
1.448961,0.712861,0.170728,-1.405933,1.416262,0.086637,0.707577
1.449256,0.712836,0.170313,-1.405984,1.416262,0.086425,0.707577
1.449550,0.712811,0.169899,-1.406035,1.416262,0.086214,0.707578
1.449845,0.712785,0.169485,-1.406085,1.416263,0.086002,0.707578
1.450140,0.712760,0.169071,-1.406135,1.416263,0.085791,0.707578
1.450434,0.712735,0.168657,-1.406185,1.416264,0.085579,0.707578
1.450729,0.712710,0.168243,-1.406236,1.416264,0.085368,0.707579
1.451023,0.712685,0.167829,-1.406285,1.416265,0.085157,0.707579
1.451318,0.712660,0.167414,-1.406335,1.416265,0.084945,0.707579
1.451612,0.712635,0.167000,-1.406385,1.416265,0.084734,0.707579
1.451907,0.712610,0.166586,-1.406434,1.416266,0.084522,0.707579
1.452201,0.712585,0.166172,-1.406484,1.416266,0.084311,0.707580
1.452496,0.712560,0.165758,-1.406533,1.416267,0.084100,0.707580
1.452790,0.712535,0.165343,-1.406582,1.416267,0.083888,0.707580
1.453085,0.712511,0.164929,-1.406631,1.416267,0.083677,0.707580
1.453379,0.712486,0.164515,-1.406680,1.416268,0.083466,0.707580
1.453674,0.712462,0.164100,-1.406729,1.416268,0.083255,0.707581
1.453968,0.712437,0.163686,-1.406778,1.416269,0.083043,0.707581
1.454263,0.712413,0.163272,-1.406826,1.416269,0.082832,0.707581
1.454557,0.712389,0.162857,-1.406875,1.416270,0.082621,0.707581
1.454852,0.712364,0.162443,-1.406923,1.416270,0.082410,0.707581
1.455146,0.712340,0.162029,-1.406971,1.416270,0.082199,0.707582
1.455441,0.712316,0.161614,-1.407020,1.416271,0.081987,0.707582
1.455735,0.712292,0.161200,-1.407068,1.416271,0.081776,0.707582
1.456030,0.712268,0.160785,-1.407115,1.416272,0.081565,0.707582
1.456325,0.712244,0.160371,-1.407163,1.416272,0.081354,0.707582
1.456619,0.712220,0.159957,-1.407211,1.416273,0.081143,0.707583
1.456914,0.712196,0.159542,-1.407258,1.416273,0.080932,0.707583
1.457208,0.712173,0.159128,-1.407306,1.416273,0.080721,0.707583
1.457503,0.712149,0.158713,-1.407353,1.416274,0.080509,0.707583
1.457797,0.712125,0.158299,-1.407400,1.416274,0.080298,0.707584
1.458092,0.712102,0.157884,-1.407447,1.416275,0.080087,0.707584
1.458386,0.712078,0.157470,-1.407494,1.416275,0.079876,0.707584
1.458681,0.712055,0.157055,-1.407540,1.416276,0.079665,0.707584
1.458975,0.712031,0.156640,-1.407587,1.416276,0.079454,0.707584
1.459270,0.712008,0.156226,-1.407634,1.416276,0.079243,0.707585
1.459564,0.711985,0.155811,-1.407680,1.416277,0.079032,0.707585
1.459859,0.711962,0.155397,-1.407726,1.416277,0.078821,0.707585
1.460153,0.711939,0.154982,-1.407772,1.416278,0.078610,0.707585
1.460448,0.711915,0.154567,-1.407818,1.416278,0.078399,0.707585
1.460742,0.711892,0.154153,-1.407864,1.416278,0.078188,0.707586
1.461037,0.711870,0.153738,-1.407910,1.416279,0.077978,0.707586
1.461331,0.711847,0.153323,-1.407956,1.416279,0.077767,0.707586
1.461626,0.711824,0.152909,-1.408001,1.416280,0.077556,0.707586
1.461921,0.711801,0.152494,-1.408047,1.416280,0.077345,0.707586
1.462215,0.711778,0.152079,-1.408092,1.416281,0.077134,0.707587
1.462510,0.711756,0.151665,-1.408137,1.416281,0.076923,0.707587
1.462804,0.711733,0.151250,-1.408182,1.416281,0.076712,0.707587
1.463099,0.711711,0.150835,-1.408227,1.416282,0.076502,0.707587
1.463393,0.711688,0.150420,-1.408272,1.416282,0.076291,0.707588
1.463688,0.711666,0.150006,-1.408316,1.416283,0.076080,0.707588
1.463982,0.711644,0.149591,-1.408361,1.416283,0.075869,0.707588
1.464277,0.711622,0.149176,-1.408405,1.416284,0.075658,0.707588
1.464571,0.711599,0.148761,-1.408450,1.416284,0.075448,0.707588
1.464866,0.711577,0.148346,-1.408494,1.416284,0.075237,0.707589
1.465160,0.711555,0.147932,-1.408538,1.416285,0.075026,0.707589
1.465455,0.711533,0.147517,-1.408582,1.416285,0.074815,0.707589
1.465749,0.711511,0.147102,-1.408626,1.416286,0.074605,0.707589
1.466044,0.711489,0.146687,-1.408669,1.416286,0.074394,0.707589
1.466338,0.711468,0.146272,-1.408713,1.416287,0.074183,0.707590
1.466633,0.711446,0.145857,-1.408756,1.416287,0.073973,0.707590
1.466927,0.711424,0.145442,-1.408800,1.416287,0.073762,0.707590
1.467222,0.711403,0.145027,-1.408843,1.416288,0.073551,0.707590
1.467516,0.711381,0.144612,-1.408886,1.416288,0.073341,0.707590
1.467811,0.711360,0.144197,-1.408929,1.416289,0.073130,0.707591
1.468106,0.711338,0.143782,-1.408972,1.416289,0.072920,0.707591
1.468400,0.711317,0.143367,-1.409014,1.416289,0.072709,0.707591
1.468695,0.711296,0.142952,-1.409057,1.416290,0.072498,0.707591
1.468989,0.711274,0.142537,-1.409099,1.416290,0.072288,0.707592
1.469284,0.711253,0.142122,-1.409142,1.416291,0.072077,0.707592
1.469578,0.711232,0.141707,-1.409184,1.416291,0.071867,0.707592
1.469873,0.711211,0.141292,-1.409226,1.416292,0.071656,0.707592
1.470167,0.711190,0.140877,-1.409268,1.416292,0.071446,0.707592
1.470462,0.711169,0.140462,-1.409310,1.416292,0.071235,0.707593
1.470756,0.711148,0.140047,-1.409352,1.416293,0.071025,0.707593
1.471051,0.711128,0.139632,-1.409393,1.416293,0.070814,0.707593
1.471345,0.711107,0.139217,-1.409435,1.416294,0.070604,0.707593
1.471640,0.711086,0.138802,-1.409476,1.416294,0.070393,0.707593
1.471934,0.711066,0.138387,-1.409517,1.416295,0.070183,0.707594
1.472229,0.711045,0.137971,-1.409559,1.416295,0.069972,0.707594
1.472523,0.711025,0.137556,-1.409600,1.416295,0.069762,0.707594
1.472818,0.711004,0.137141,-1.409640,1.416296,0.069552,0.707594
1.473112,0.710984,0.136726,-1.409681,1.416296,0.069341,0.707594
1.473407,0.710964,0.136311,-1.409722,1.416297,0.069131,0.707595
1.473701,0.710943,0.135896,-1.409762,1.416297,0.068921,0.707595
1.473996,0.710923,0.135480,-1.409803,1.416297,0.068710,0.707595
1.474291,0.710903,0.135065,-1.409843,1.416298,0.068500,0.707595
1.474585,0.710883,0.134650,-1.409883,1.416298,0.068290,0.707595
1.474880,0.710863,0.134235,-1.409923,1.416299,0.068079,0.707596
1.475174,0.710843,0.133819,-1.409963,1.416299,0.067869,0.707596
1.475469,0.710823,0.133404,-1.410003,1.416300,0.067659,0.707596
1.475763,0.710804,0.132989,-1.410042,1.416300,0.067448,0.707596
1.476058,0.710784,0.132574,-1.410082,1.416300,0.067238,0.707597
1.476352,0.710764,0.132158,-1.410121,1.416301,0.067028,0.707597
1.476647,0.710745,0.131743,-1.410161,1.416301,0.066818,0.707597
1.476941,0.710725,0.131328,-1.410200,1.416302,0.066607,0.707597
1.477236,0.710706,0.130912,-1.410239,1.416302,0.066397,0.707597
1.477530,0.710686,0.130497,-1.410278,1.416302,0.066187,0.707598
1.477825,0.710667,0.130082,-1.410317,1.416303,0.065977,0.707598
1.478119,0.710648,0.129666,-1.410355,1.416303,0.065766,0.707598
1.478414,0.710628,0.129251,-1.410394,1.416304,0.065556,0.707598
1.478708,0.710609,0.128835,-1.410432,1.416304,0.065346,0.707598
1.479003,0.710590,0.128420,-1.410471,1.416305,0.065136,0.707599
1.479297,0.710571,0.128005,-1.410509,1.416305,0.064926,0.707599
1.479592,0.710552,0.127589,-1.410547,1.416305,0.064716,0.707599
1.479886,0.710533,0.127174,-1.410585,1.416306,0.064506,0.707599
1.480181,0.710515,0.126758,-1.410623,1.416306,0.064295,0.707599
1.480476,0.710496,0.126343,-1.410660,1.416307,0.064085,0.707600
1.480770,0.710477,0.125927,-1.410698,1.416307,0.063875,0.707600
1.481065,0.710458,0.125512,-1.410735,1.416308,0.063665,0.707600
1.481359,0.710440,0.125096,-1.410773,1.416308,0.063455,0.707600
1.481654,0.710421,0.124681,-1.410810,1.416308,0.063245,0.707601
1.481948,0.710403,0.124265,-1.410847,1.416309,0.063035,0.707601
1.482243,0.710384,0.123850,-1.410884,1.416309,0.062825,0.707601
1.482537,0.710366,0.123434,-1.410921,1.416310,0.062615,0.707601
1.482832,0.710348,0.123019,-1.410957,1.416310,0.062405,0.707601
1.483126,0.710330,0.122603,-1.410994,1.416310,0.062195,0.707602
1.483421,0.710311,0.122187,-1.411030,1.416311,0.061985,0.707602
1.483715,0.710293,0.121772,-1.411067,1.416311,0.061775,0.707602
1.484010,0.710275,0.121356,-1.411103,1.416312,0.061565,0.707602
1.484304,0.710257,0.120941,-1.411139,1.416312,0.061355,0.707602
1.484599,0.710240,0.120525,-1.411175,1.416313,0.061145,0.707603
1.484893,0.710222,0.120109,-1.411211,1.416313,0.060935,0.707603
1.485188,0.710204,0.119694,-1.411247,1.416313,0.060725,0.707603
1.485482,0.710186,0.119278,-1.411282,1.416314,0.060515,0.707603
1.485777,0.710169,0.118862,-1.411318,1.416314,0.060305,0.707603
1.486071,0.710151,0.118447,-1.411353,1.416315,0.060095,0.707604
1.486366,0.710133,0.118031,-1.411388,1.416315,0.059886,0.707604
1.486661,0.710116,0.117615,-1.411423,1.416316,0.059676,0.707604
1.486955,0.710099,0.117200,-1.411458,1.416316,0.059466,0.707604
1.487250,0.710081,0.116784,-1.411493,1.416316,0.059256,0.707604
1.487544,0.710064,0.116368,-1.411528,1.416317,0.059046,0.707605
1.487839,0.710047,0.115952,-1.411563,1.416317,0.058836,0.707605
1.488133,0.710030,0.115537,-1.411597,1.416318,0.058626,0.707605
1.488428,0.710013,0.115121,-1.411632,1.416318,0.058417,0.707605
1.488722,0.709996,0.114705,-1.411666,1.416318,0.058207,0.707606
1.489017,0.709979,0.114289,-1.411700,1.416319,0.057997,0.707606
1.489311,0.709962,0.113874,-1.411734,1.416319,0.057787,0.707606
1.489606,0.709945,0.113458,-1.411768,1.416320,0.057577,0.707606
1.489900,0.709928,0.113042,-1.411802,1.416320,0.057368,0.707606
1.490195,0.709911,0.112626,-1.411835,1.416321,0.057158,0.707607
1.490489,0.709895,0.112210,-1.411869,1.416321,0.056948,0.707607
1.490784,0.709878,0.111795,-1.411902,1.416321,0.056738,0.707607
1.491078,0.709862,0.111379,-1.411936,1.416322,0.056529,0.707607
1.491373,0.709845,0.110963,-1.411969,1.416322,0.056319,0.707607
1.491667,0.709829,0.110547,-1.412002,1.416323,0.056109,0.707608
1.491962,0.709812,0.110131,-1.412035,1.416323,0.055900,0.707608
1.492257,0.709796,0.109715,-1.412068,1.416323,0.055690,0.707608
1.492551,0.709780,0.109299,-1.412100,1.416324,0.055480,0.707608
1.492846,0.709764,0.108883,-1.412133,1.416324,0.055271,0.707608
1.493140,0.709748,0.108468,-1.412165,1.416325,0.055061,0.707609
1.493435,0.709732,0.108052,-1.412197,1.416325,0.054851,0.707609
1.493729,0.709716,0.107636,-1.412230,1.416326,0.054642,0.707609
1.494024,0.709700,0.107220,-1.412262,1.416326,0.054432,0.707609
1.494318,0.709684,0.106804,-1.412294,1.416326,0.054222,0.707610
1.494613,0.709668,0.106388,-1.412325,1.416327,0.054013,0.707610
1.494907,0.709652,0.105972,-1.412357,1.416327,0.053803,0.707610
1.495202,0.709637,0.105556,-1.412389,1.416328,0.053594,0.707610
1.495496,0.709621,0.105140,-1.412420,1.416328,0.053384,0.707610
1.495791,0.709606,0.104724,-1.412452,1.416328,0.053174,0.707611
1.496085,0.709590,0.104308,-1.412483,1.416329,0.052965,0.707611
1.496380,0.709575,0.103892,-1.412514,1.416329,0.052755,0.707611
1.496674,0.709559,0.103476,-1.412545,1.416330,0.052546,0.707611
1.496969,0.709544,0.103060,-1.412576,1.416330,0.052336,0.707611
1.497263,0.709529,0.102644,-1.412606,1.416331,0.052127,0.707612
1.497558,0.709514,0.102228,-1.412637,1.416331,0.051917,0.707612
1.497852,0.709499,0.101812,-1.412667,1.416331,0.051708,0.707612
1.498147,0.709484,0.101396,-1.412698,1.416332,0.051498,0.707612
1.498442,0.709469,0.100980,-1.412728,1.416332,0.051289,0.707612
1.498736,0.709454,0.100563,-1.412758,1.416333,0.051079,0.707613
1.499031,0.709439,0.100147,-1.412788,1.416333,0.050870,0.707613
1.499325,0.709424,0.099731,-1.412818,1.416334,0.050660,0.707613
1.499620,0.709409,0.099315,-1.412848,1.416334,0.050451,0.707613
1.499914,0.709395,0.098899,-1.412877,1.416334,0.050241,0.707613
1.500209,0.709380,0.098483,-1.412907,1.416335,0.050032,0.707614
1.500503,0.709366,0.098067,-1.412936,1.416335,0.049822,0.707614
1.500798,0.709351,0.097651,-1.412965,1.416336,0.049613,0.707614
1.501092,0.709337,0.097234,-1.412994,1.416336,0.049404,0.707614
1.501387,0.709322,0.096818,-1.413023,1.416336,0.049194,0.707615
1.501681,0.709308,0.096402,-1.413052,1.416337,0.048985,0.707615
1.501976,0.709294,0.095986,-1.413081,1.416337,0.048775,0.707615
1.502270,0.709280,0.095570,-1.413110,1.416338,0.048566,0.707615
1.502565,0.709266,0.095154,-1.413138,1.416338,0.048357,0.707615
1.502859,0.709252,0.094737,-1.413167,1.416339,0.048147,0.707616
1.503154,0.709238,0.094321,-1.413195,1.416339,0.047938,0.707616
1.503448,0.709224,0.093905,-1.413223,1.416339,0.047729,0.707616
1.503743,0.709210,0.093489,-1.413251,1.416340,0.047519,0.707616
1.504037,0.709196,0.093072,-1.413279,1.416340,0.047310,0.707616
1.504332,0.709182,0.092656,-1.413307,1.416341,0.047101,0.707617
1.504627,0.709169,0.092240,-1.413334,1.416341,0.046891,0.707617
1.504921,0.709155,0.091824,-1.413362,1.416341,0.046682,0.707617
1.505216,0.709142,0.091407,-1.413389,1.416342,0.046473,0.707617
1.505510,0.709128,0.090991,-1.413416,1.416342,0.046263,0.707617
1.505805,0.709115,0.090575,-1.413444,1.416343,0.046054,0.707618
1.506099,0.709101,0.090158,-1.413471,1.416343,0.045845,0.707618
1.506394,0.709088,0.089742,-1.413498,1.416344,0.045636,0.707618
1.506688,0.709075,0.089326,-1.413524,1.416344,0.045426,0.707618
1.506983,0.709062,0.088910,-1.413551,1.416344,0.045217,0.707618
1.507277,0.709049,0.088493,-1.413578,1.416345,0.045008,0.707619
1.507572,0.709036,0.088077,-1.413604,1.416345,0.044799,0.707619
1.507866,0.709023,0.087661,-1.413630,1.416346,0.044589,0.707619
1.508161,0.709010,0.087244,-1.413656,1.416346,0.044380,0.707619
1.508455,0.708997,0.086828,-1.413682,1.416346,0.044171,0.707620
1.508750,0.708984,0.086411,-1.413708,1.416347,0.043962,0.707620
1.509044,0.708971,0.085995,-1.413734,1.416347,0.043753,0.707620
1.509339,0.708959,0.085579,-1.413760,1.416348,0.043543,0.707620
1.509633,0.708946,0.085162,-1.413785,1.416348,0.043334,0.707620
1.509928,0.708933,0.084746,-1.413811,1.416349,0.043125,0.707621
1.510222,0.708921,0.084330,-1.413836,1.416349,0.042916,0.707621
1.510517,0.708909,0.083913,-1.413861,1.416349,0.042707,0.707621
1.510812,0.708896,0.083497,-1.413886,1.416350,0.042497,0.707621
1.511106,0.708884,0.083080,-1.413911,1.416350,0.042288,0.707621
1.511401,0.708872,0.082664,-1.413936,1.416351,0.042079,0.707622
1.511695,0.708859,0.082247,-1.413961,1.416351,0.041870,0.707622
1.511990,0.708847,0.081831,-1.413986,1.416351,0.041661,0.707622
1.512284,0.708835,0.081414,-1.414010,1.416352,0.041452,0.707622
1.512579,0.708823,0.080998,-1.414034,1.416352,0.041243,0.707622
1.512873,0.708811,0.080582,-1.414059,1.416353,0.041034,0.707623
1.513168,0.708800,0.080165,-1.414083,1.416353,0.040825,0.707623
1.513462,0.708788,0.079749,-1.414107,1.416354,0.040615,0.707623
1.513757,0.708776,0.079332,-1.414130,1.416354,0.040406,0.707623
1.514051,0.708764,0.078916,-1.414154,1.416354,0.040197,0.707624
1.514346,0.708753,0.078499,-1.414178,1.416355,0.039988,0.707624
1.514640,0.708741,0.078083,-1.414201,1.416355,0.039779,0.707624
1.514935,0.708730,0.077666,-1.414225,1.416356,0.039570,0.707624
1.515229,0.708718,0.077250,-1.414248,1.416356,0.039361,0.707624
1.515524,0.708707,0.076833,-1.414271,1.416356,0.039152,0.707625
1.515818,0.708696,0.076416,-1.414294,1.416357,0.038943,0.707625
1.516113,0.708684,0.076000,-1.414317,1.416357,0.038734,0.707625
1.516408,0.708673,0.075583,-1.414340,1.416358,0.038525,0.707625
1.516702,0.708662,0.075167,-1.414362,1.416358,0.038316,0.707625
1.516997,0.708651,0.074750,-1.414385,1.416359,0.038107,0.707626
1.517291,0.708640,0.074334,-1.414407,1.416359,0.037898,0.707626
1.517586,0.708629,0.073917,-1.414429,1.416359,0.037689,0.707626
1.517880,0.708618,0.073500,-1.414451,1.416360,0.037480,0.707626
1.518175,0.708607,0.073084,-1.414473,1.416360,0.037271,0.707626
1.518469,0.708597,0.072667,-1.414495,1.416361,0.037062,0.707627
1.518764,0.708586,0.072251,-1.414517,1.416361,0.036853,0.707627
1.519058,0.708575,0.071834,-1.414539,1.416361,0.036644,0.707627
1.519353,0.708565,0.071417,-1.414560,1.416362,0.036435,0.707627
1.519647,0.708554,0.071001,-1.414582,1.416362,0.036226,0.707627
1.519942,0.708544,0.070584,-1.414603,1.416363,0.036017,0.707628
1.520236,0.708533,0.070168,-1.414624,1.416363,0.035808,0.707628
1.520531,0.708523,0.069751,-1.414645,1.416364,0.035599,0.707628
1.520825,0.708513,0.069334,-1.414666,1.416364,0.035390,0.707628
1.521120,0.708503,0.068918,-1.414687,1.416364,0.035181,0.707629
1.521414,0.708492,0.068501,-1.414707,1.416365,0.034972,0.707629
1.521709,0.708482,0.068084,-1.414728,1.416365,0.034764,0.707629
1.522003,0.708472,0.067668,-1.414748,1.416366,0.034555,0.707629
1.522298,0.708462,0.067251,-1.414769,1.416366,0.034346,0.707629
1.522593,0.708452,0.066834,-1.414789,1.416366,0.034137,0.707630
1.522887,0.708443,0.066418,-1.414809,1.416367,0.033928,0.707630
1.523182,0.708433,0.066001,-1.414829,1.416367,0.033719,0.707630
1.523476,0.708423,0.065584,-1.414848,1.416368,0.033510,0.707630
1.523771,0.708414,0.065167,-1.414868,1.416368,0.033301,0.707630
1.524065,0.708404,0.064751,-1.414888,1.416369,0.033093,0.707631
1.524360,0.708394,0.064334,-1.414907,1.416369,0.032884,0.707631
1.524654,0.708385,0.063917,-1.414926,1.416369,0.032675,0.707631
1.524949,0.708376,0.063501,-1.414946,1.416370,0.032466,0.707631
1.525243,0.708366,0.063084,-1.414965,1.416370,0.032257,0.707631
1.525538,0.708357,0.062667,-1.414984,1.416371,0.032048,0.707632
1.525832,0.708348,0.062250,-1.415002,1.416371,0.031839,0.707632
1.526127,0.708339,0.061834,-1.415021,1.416371,0.031631,0.707632
1.526421,0.708330,0.061417,-1.415040,1.416372,0.031422,0.707632
1.526716,0.708321,0.061000,-1.415058,1.416372,0.031213,0.707632
1.527010,0.708312,0.060583,-1.415076,1.416373,0.031004,0.707633
1.527305,0.708303,0.060166,-1.415095,1.416373,0.030795,0.707633
1.527599,0.708294,0.059750,-1.415113,1.416374,0.030587,0.707633
1.527894,0.708285,0.059333,-1.415131,1.416374,0.030378,0.707633
