theta (rad),r (-),radial mach,tangential mach,mach number,x,y
2.700690,1.661385,-1.282431,-0.602643,1.416971,-1.502501,0.709006
2.700984,1.662427,-1.282609,-0.602263,1.416970,-1.503653,0.709008
2.701279,1.663470,-1.282786,-0.601883,1.416969,-1.504805,0.709010
2.701573,1.664515,-1.282963,-0.601502,1.416968,-1.505959,0.709012
2.701868,1.665562,-1.283140,-0.601122,1.416967,-1.507115,0.709014
2.702162,1.666610,-1.283317,-0.600741,1.416966,-1.508272,0.709016
2.702457,1.667659,-1.283494,-0.600361,1.416965,-1.509430,0.709017
2.702751,1.668710,-1.283671,-0.599980,1.416964,-1.510590,0.709019
2.703046,1.669762,-1.283847,-0.599600,1.416963,-1.511752,0.709021
2.703340,1.670816,-1.284024,-0.599219,1.416962,-1.512915,0.709023
2.703635,1.671871,-1.284200,-0.598839,1.416961,-1.514079,0.709025
2.703930,1.672928,-1.284377,-0.598458,1.416960,-1.515245,0.709027
2.704224,1.673986,-1.284553,-0.598077,1.416959,-1.516412,0.709029
2.704519,1.675045,-1.284729,-0.597696,1.416958,-1.517581,0.709031
2.704813,1.676107,-1.284905,-0.597315,1.416957,-1.518752,0.709033
2.705108,1.677169,-1.285081,-0.596934,1.416956,-1.519923,0.709034
2.705402,1.678233,-1.285257,-0.596553,1.416955,-1.521097,0.709036
2.705697,1.679299,-1.285432,-0.596172,1.416954,-1.522271,0.709038
2.705991,1.680366,-1.285608,-0.595791,1.416953,-1.523448,0.709040
2.706286,1.681435,-1.285783,-0.595410,1.416951,-1.524625,0.709042
2.706580,1.682505,-1.285959,-0.595029,1.416950,-1.525805,0.709044
2.706875,1.683577,-1.286134,-0.594647,1.416949,-1.526986,0.709046
2.707169,1.684650,-1.286309,-0.594266,1.416948,-1.528168,0.709048
2.707464,1.685725,-1.286484,-0.593885,1.416947,-1.529352,0.709050
2.707758,1.686801,-1.286659,-0.593503,1.416946,-1.530537,0.709052
2.708053,1.687879,-1.286833,-0.593122,1.416945,-1.531724,0.709054
2.708347,1.688958,-1.287008,-0.592740,1.416944,-1.532912,0.709056
2.708642,1.690039,-1.287183,-0.592359,1.416943,-1.534102,0.709058
2.708936,1.691121,-1.287357,-0.591977,1.416942,-1.535293,0.709060
2.709231,1.692205,-1.287531,-0.591595,1.416941,-1.536486,0.709062
2.709525,1.693291,-1.287705,-0.591213,1.416940,-1.537681,0.709064
2.709820,1.694378,-1.287879,-0.590832,1.416939,-1.538877,0.709066
2.710115,1.695466,-1.288053,-0.590450,1.416938,-1.540074,0.709068
2.710409,1.696556,-1.288227,-0.590068,1.416937,-1.541274,0.709070
2.710704,1.697648,-1.288401,-0.589686,1.416936,-1.542474,0.709072
2.710998,1.698741,-1.288575,-0.589304,1.416935,-1.543676,0.709074
2.711293,1.699836,-1.288748,-0.588922,1.416933,-1.544880,0.709076
2.711587,1.700933,-1.288922,-0.588540,1.416932,-1.546085,0.709078
2.711882,1.702030,-1.289095,-0.588157,1.416931,-1.547292,0.709080
2.712176,1.703130,-1.289268,-0.587775,1.416930,-1.548501,0.709082
2.712471,1.704231,-1.289441,-0.587393,1.416929,-1.549711,0.709084
2.712765,1.705334,-1.289614,-0.587010,1.416928,-1.550922,0.709086
2.713060,1.706438,-1.289787,-0.586628,1.416927,-1.552136,0.709088
2.713354,1.707544,-1.289960,-0.586246,1.416926,-1.553350,0.709090
2.713649,1.708651,-1.290132,-0.585863,1.416925,-1.554567,0.709092
2.713943,1.709760,-1.290305,-0.585480,1.416924,-1.555784,0.709094
2.714238,1.710871,-1.290477,-0.585098,1.416923,-1.557004,0.709096
2.714532,1.711983,-1.290649,-0.584715,1.416922,-1.558225,0.709098
2.714827,1.713097,-1.290821,-0.584332,1.416921,-1.559448,0.709100
2.715121,1.714212,-1.290993,-0.583950,1.416920,-1.560672,0.709102
2.715416,1.715329,-1.291165,-0.583567,1.416919,-1.561898,0.709104
2.715710,1.716447,-1.291337,-0.583184,1.416918,-1.563125,0.709106
2.716005,1.717568,-1.291509,-0.582801,1.416917,-1.564354,0.709108
2.716300,1.718690,-1.291681,-0.582418,1.416915,-1.565585,0.709110
2.716594,1.719813,-1.291852,-0.582035,1.416914,-1.566817,0.709112
2.716889,1.720938,-1.292023,-0.581652,1.416913,-1.568051,0.709114
2.717183,1.722065,-1.292195,-0.581269,1.416912,-1.569287,0.709117
2.717478,1.723193,-1.292366,-0.580886,1.416911,-1.570524,0.709119
2.717772,1.724323,-1.292537,-0.580502,1.416910,-1.571763,0.709121
2.718067,1.725455,-1.292708,-0.580119,1.416909,-1.573003,0.709123
2.718361,1.726588,-1.292879,-0.579736,1.416908,-1.574245,0.709125
2.718656,1.727723,-1.293049,-0.579352,1.416907,-1.575489,0.709127
2.718950,1.728859,-1.293220,-0.578969,1.416906,-1.576734,0.709129
2.719245,1.729997,-1.293390,-0.578585,1.416905,-1.577981,0.709131
2.719539,1.731137,-1.293561,-0.578202,1.416904,-1.579230,0.709134
2.719834,1.732279,-1.293731,-0.577818,1.416903,-1.580480,0.709136
2.720128,1.733422,-1.293901,-0.577434,1.416902,-1.581732,0.709138
2.720423,1.734567,-1.294071,-0.577051,1.416901,-1.582985,0.709140
2.720717,1.735713,-1.294241,-0.576667,1.416899,-1.584241,0.709142
2.721012,1.736861,-1.294411,-0.576283,1.416898,-1.585497,0.709144
2.721306,1.738011,-1.294580,-0.575899,1.416897,-1.586756,0.709146
2.721601,1.739163,-1.294750,-0.575515,1.416896,-1.588016,0.709149
2.721896,1.740316,-1.294919,-0.575131,1.416895,-1.589278,0.709151
2.722190,1.741471,-1.295089,-0.574747,1.416894,-1.590542,0.709153
2.722485,1.742628,-1.295258,-0.574363,1.416893,-1.591807,0.709155
2.722779,1.743786,-1.295427,-0.573979,1.416892,-1.593074,0.709157
2.723074,1.744946,-1.295596,-0.573595,1.416891,-1.594343,0.709160
2.723368,1.746107,-1.295765,-0.573210,1.416890,-1.595613,0.709162
2.723663,1.747271,-1.295934,-0.572826,1.416889,-1.596885,0.709164
2.723957,1.748436,-1.296102,-0.572442,1.416888,-1.598159,0.709166
2.724252,1.749603,-1.296271,-0.572057,1.416887,-1.599434,0.709168
2.724546,1.750771,-1.296439,-0.571673,1.416886,-1.600711,0.709171
2.724841,1.751942,-1.296608,-0.571288,1.416884,-1.601990,0.709173
2.725135,1.753113,-1.296776,-0.570904,1.416883,-1.603271,0.709175
2.725430,1.754287,-1.296944,-0.570519,1.416882,-1.604553,0.709177
2.725724,1.755463,-1.297112,-0.570134,1.416881,-1.605837,0.709179
2.726019,1.756640,-1.297280,-0.569750,1.416880,-1.607123,0.709182
2.726313,1.757819,-1.297447,-0.569365,1.416879,-1.608411,0.709184
2.726608,1.758999,-1.297615,-0.568980,1.416878,-1.609700,0.709186
2.726902,1.760182,-1.297783,-0.568595,1.416877,-1.610991,0.709189
2.727197,1.761366,-1.297950,-0.568210,1.416876,-1.612283,0.709191
2.727491,1.762552,-1.298117,-0.567825,1.416875,-1.613578,0.709193
2.727786,1.763739,-1.298285,-0.567440,1.416874,-1.614874,0.709195
2.728081,1.764929,-1.298452,-0.567055,1.416873,-1.616172,0.709198
2.728375,1.766120,-1.298619,-0.566670,1.416872,-1.617472,0.709200
2.728670,1.767313,-1.298785,-0.566285,1.416870,-1.618773,0.709202
2.728964,1.768507,-1.298952,-0.565900,1.416869,-1.620076,0.709204
2.729259,1.769704,-1.299119,-0.565514,1.416868,-1.621381,0.709207
2.729553,1.770902,-1.299285,-0.565129,1.416867,-1.622688,0.709209
2.729848,1.772102,-1.299452,-0.564743,1.416866,-1.623997,0.709211
2.730142,1.773304,-1.299618,-0.564358,1.416865,-1.625307,0.709214
2.730437,1.774508,-1.299784,-0.563972,1.416864,-1.626619,0.709216
2.730731,1.775713,-1.299950,-0.563587,1.416863,-1.627933,0.709218
2.731026,1.776920,-1.300116,-0.563201,1.416862,-1.629249,0.709221
2.731320,1.778129,-1.300282,-0.562816,1.416861,-1.630566,0.709223
2.731615,1.779340,-1.300448,-0.562430,1.416860,-1.631886,0.709225
2.731909,1.780553,-1.300613,-0.562044,1.416859,-1.633207,0.709228
2.732204,1.781767,-1.300779,-0.561658,1.416857,-1.634530,0.709230
2.732498,1.782984,-1.300944,-0.561272,1.416856,-1.635854,0.709233
2.732793,1.784202,-1.301109,-0.560887,1.416855,-1.637181,0.709235
2.733087,1.785422,-1.301274,-0.560501,1.416854,-1.638509,0.709237
2.733382,1.786643,-1.301439,-0.560115,1.416853,-1.639839,0.709240
2.733676,1.787867,-1.301604,-0.559728,1.416852,-1.641171,0.709242
2.733971,1.789092,-1.301769,-0.559342,1.416851,-1.642505,0.709244
2.734266,1.790320,-1.301934,-0.558956,1.416850,-1.643841,0.709247
2.734560,1.791549,-1.302098,-0.558570,1.416849,-1.645178,0.709249
2.734855,1.792780,-1.302263,-0.558184,1.416848,-1.646518,0.709252
2.735149,1.794012,-1.302427,-0.557797,1.416847,-1.647859,0.709254
2.735444,1.795247,-1.302591,-0.557411,1.416846,-1.649202,0.709256
2.735738,1.796484,-1.302755,-0.557025,1.416844,-1.650547,0.709259
2.736033,1.797722,-1.302919,-0.556638,1.416843,-1.651894,0.709261
2.736327,1.798962,-1.303083,-0.556252,1.416842,-1.653242,0.709264
2.736622,1.800204,-1.303247,-0.555865,1.416841,-1.654593,0.709266
2.736916,1.801448,-1.303411,-0.555478,1.416840,-1.655945,0.709269
2.737211,1.802694,-1.303574,-0.555092,1.416839,-1.657299,0.709271
2.737505,1.803942,-1.303738,-0.554705,1.416838,-1.658656,0.709274
2.737800,1.805192,-1.303901,-0.554318,1.416837,-1.660014,0.709276
2.738094,1.806443,-1.304064,-0.553931,1.416836,-1.661373,0.709279
2.738389,1.807697,-1.304227,-0.553544,1.416835,-1.662735,0.709281
2.738683,1.808952,-1.304390,-0.553157,1.416834,-1.664099,0.709283
2.738978,1.810210,-1.304553,-0.552770,1.416832,-1.665465,0.709286
2.739272,1.811469,-1.304716,-0.552383,1.416831,-1.666832,0.709288
2.739567,1.812730,-1.304879,-0.551996,1.416830,-1.668201,0.709291
2.739861,1.813993,-1.305041,-0.551609,1.416829,-1.669573,0.709293
2.740156,1.815258,-1.305204,-0.551222,1.416828,-1.670946,0.709296
2.740451,1.816525,-1.305366,-0.550835,1.416827,-1.672321,0.709299
2.740745,1.817794,-1.305528,-0.550447,1.416826,-1.673698,0.709301
2.741040,1.819064,-1.305690,-0.550060,1.416825,-1.675077,0.709304
2.741334,1.820337,-1.305852,-0.549673,1.416824,-1.676458,0.709306
2.741629,1.821612,-1.306014,-0.549285,1.416823,-1.677841,0.709309
2.741923,1.822888,-1.306176,-0.548898,1.416822,-1.679226,0.709311
2.742218,1.824167,-1.306337,-0.548510,1.416820,-1.680613,0.709314
2.742512,1.825447,-1.306499,-0.548122,1.416819,-1.682001,0.709316
2.742807,1.826730,-1.306660,-0.547735,1.416818,-1.683392,0.709319
2.743101,1.828014,-1.306821,-0.547347,1.416817,-1.684785,0.709321
2.743396,1.829301,-1.306982,-0.546959,1.416816,-1.686179,0.709324
2.743690,1.830589,-1.307144,-0.546572,1.416815,-1.687576,0.709327
2.743985,1.831880,-1.307304,-0.546184,1.416814,-1.688975,0.709329
2.744279,1.833172,-1.307465,-0.545796,1.416813,-1.690375,0.709332
2.744574,1.834466,-1.307626,-0.545408,1.416812,-1.691778,0.709334
2.744868,1.835763,-1.307787,-0.545020,1.416811,-1.693182,0.709337
2.745163,1.837061,-1.307947,-0.544632,1.416809,-1.694589,0.709340
2.745457,1.838362,-1.308107,-0.544244,1.416808,-1.695997,0.709342
2.745752,1.839664,-1.308268,-0.543855,1.416807,-1.697408,0.709345
2.746047,1.840968,-1.308428,-0.543467,1.416806,-1.698820,0.709348
2.746341,1.842275,-1.308588,-0.543079,1.416805,-1.700235,0.709350
2.746636,1.843583,-1.308748,-0.542691,1.416804,-1.701651,0.709353
2.746930,1.844894,-1.308907,-0.542302,1.416803,-1.703070,0.709356
2.747225,1.846206,-1.309067,-0.541914,1.416802,-1.704491,0.709358
2.747519,1.847521,-1.309227,-0.541525,1.416801,-1.705913,0.709361
2.747814,1.848837,-1.309386,-0.541137,1.416800,-1.707338,0.709364
2.748108,1.850156,-1.309545,-0.540748,1.416798,-1.708764,0.709366
2.748403,1.851476,-1.309705,-0.540360,1.416797,-1.710193,0.709369
2.748697,1.852799,-1.309864,-0.539971,1.416796,-1.711624,0.709372
2.748992,1.854124,-1.310023,-0.539582,1.416795,-1.713057,0.709374
2.749286,1.855451,-1.310181,-0.539194,1.416794,-1.714492,0.709377
2.749581,1.856780,-1.310340,-0.538805,1.416793,-1.715929,0.709380
2.749875,1.858111,-1.310499,-0.538416,1.416792,-1.717368,0.709383
2.750170,1.859444,-1.310657,-0.538027,1.416791,-1.718809,0.709385
2.750464,1.860779,-1.310816,-0.537638,1.416790,-1.720252,0.709388
2.750759,1.862116,-1.310974,-0.537249,1.416788,-1.721697,0.709391
2.751053,1.863455,-1.311132,-0.536860,1.416787,-1.723145,0.709393
2.751348,1.864797,-1.311290,-0.536471,1.416786,-1.724594,0.709396
2.751642,1.866140,-1.311448,-0.536082,1.416785,-1.726046,0.709399
2.751937,1.867486,-1.311606,-0.535692,1.416784,-1.727499,0.709402
2.752232,1.868834,-1.311764,-0.535303,1.416783,-1.728955,0.709405
2.752526,1.870184,-1.311921,-0.534914,1.416782,-1.730413,0.709407
2.752821,1.871536,-1.312079,-0.534525,1.416781,-1.731873,0.709410
2.753115,1.872890,-1.312236,-0.534135,1.416780,-1.733335,0.709413
2.753410,1.874246,-1.312394,-0.533746,1.416778,-1.734799,0.709416
2.753704,1.875604,-1.312551,-0.533356,1.416777,-1.736265,0.709419
2.753999,1.876965,-1.312708,-0.532967,1.416776,-1.737734,0.709421
2.754293,1.878328,-1.312865,-0.532577,1.416775,-1.739204,0.709424
2.754588,1.879692,-1.313021,-0.532187,1.416774,-1.740677,0.709427
2.754882,1.881059,-1.313178,-0.531798,1.416773,-1.742152,0.709430
2.755177,1.882428,-1.313335,-0.531408,1.416772,-1.743629,0.709433
2.755471,1.883800,-1.313491,-0.531018,1.416771,-1.745108,0.709436
2.755766,1.885173,-1.313647,-0.530628,1.416770,-1.746590,0.709438
2.756060,1.886549,-1.313804,-0.530238,1.416768,-1.748073,0.709441
2.756355,1.887927,-1.313960,-0.529848,1.416767,-1.749559,0.709444
2.756649,1.889307,-1.314116,-0.529458,1.416766,-1.751047,0.709447
2.756944,1.890689,-1.314272,-0.529068,1.416765,-1.752537,0.709450
2.757238,1.892073,-1.314427,-0.528678,1.416764,-1.754029,0.709453
2.757533,1.893460,-1.314583,-0.528288,1.416763,-1.755523,0.709456
2.757827,1.894849,-1.314739,-0.527898,1.416762,-1.757020,0.709459
2.758122,1.896240,-1.314894,-0.527507,1.416761,-1.758519,0.709462
2.758417,1.897633,-1.315049,-0.527117,1.416759,-1.760020,0.709465
2.758711,1.899028,-1.315205,-0.526727,1.416758,-1.761523,0.709467
2.759006,1.900426,-1.315360,-0.526336,1.416757,-1.763029,0.709470
2.759300,1.901826,-1.315515,-0.525946,1.416756,-1.764537,0.709473
2.759595,1.903228,-1.315669,-0.525555,1.416755,-1.766047,0.709476
2.759889,1.904632,-1.315824,-0.525165,1.416754,-1.767559,0.709479
2.760184,1.906039,-1.315979,-0.524774,1.416753,-1.769073,0.709482
2.760478,1.907448,-1.316133,-0.524384,1.416752,-1.770590,0.709485
2.760773,1.908859,-1.316288,-0.523993,1.416750,-1.772109,0.709488
2.761067,1.910273,-1.316442,-0.523602,1.416749,-1.773630,0.709491
2.761362,1.911688,-1.316596,-0.523211,1.416748,-1.775153,0.709494
2.761656,1.913106,-1.316750,-0.522821,1.416747,-1.776679,0.709497
2.761951,1.914526,-1.316904,-0.522430,1.416746,-1.778207,0.709500
2.762245,1.915949,-1.317058,-0.522039,1.416745,-1.779737,0.709503
2.762540,1.917374,-1.317212,-0.521648,1.416744,-1.781270,0.709506
2.762834,1.918801,-1.317365,-0.521257,1.416743,-1.782805,0.709509
2.763129,1.920230,-1.317519,-0.520866,1.416741,-1.784342,0.709512
2.763423,1.921662,-1.317672,-0.520475,1.416740,-1.785881,0.709515
2.763718,1.923096,-1.317825,-0.520083,1.416739,-1.787423,0.709518
2.764012,1.924532,-1.317978,-0.519692,1.416738,-1.788967,0.709522
2.764307,1.925971,-1.318131,-0.519301,1.416737,-1.790514,0.709525
2.764602,1.927412,-1.318284,-0.518909,1.416736,-1.792062,0.709528
2.764896,1.928855,-1.318437,-0.518518,1.416735,-1.793613,0.709531
2.765191,1.930301,-1.318590,-0.518127,1.416734,-1.795167,0.709534
2.765485,1.931749,-1.318742,-0.517735,1.416732,-1.796722,0.709537
2.765780,1.933199,-1.318895,-0.517344,1.416731,-1.798280,0.709540
2.766074,1.934652,-1.319047,-0.516952,1.416730,-1.799841,0.709543
2.766369,1.936107,-1.319199,-0.516560,1.416729,-1.801404,0.709546
2.766663,1.937565,-1.319351,-0.516169,1.416728,-1.802969,0.709549
2.766958,1.939024,-1.319503,-0.515777,1.416727,-1.804536,0.709553
2.767252,1.940487,-1.319655,-0.515385,1.416726,-1.806106,0.709556
2.767547,1.941951,-1.319807,-0.514993,1.416724,-1.807678,0.709559
2.767841,1.943418,-1.319958,-0.514602,1.416723,-1.809253,0.709562
2.768136,1.944888,-1.320110,-0.514210,1.416722,-1.810830,0.709565
2.768430,1.946359,-1.320261,-0.513818,1.416721,-1.812409,0.709568
2.768725,1.947833,-1.320413,-0.513426,1.416720,-1.813991,0.709572
2.769019,1.949310,-1.320564,-0.513034,1.416719,-1.815575,0.709575
2.769314,1.950789,-1.320715,-0.512642,1.416718,-1.817162,0.709578
2.769608,1.952271,-1.320866,-0.512249,1.416716,-1.818751,0.709581
2.769903,1.953754,-1.321016,-0.511857,1.416715,-1.820342,0.709585
2.770197,1.955241,-1.321167,-0.511465,1.416714,-1.821936,0.709588
2.770492,1.956729,-1.321318,-0.511073,1.416713,-1.823532,0.709591
2.770787,1.958221,-1.321468,-0.510680,1.416712,-1.825131,0.709594
2.771081,1.959714,-1.321619,-0.510288,1.416711,-1.826732,0.709598
2.771376,1.961210,-1.321769,-0.509895,1.416710,-1.828336,0.709601
2.771670,1.962709,-1.321919,-0.509503,1.416708,-1.829942,0.709604
2.771965,1.964210,-1.322069,-0.509110,1.416707,-1.831551,0.709607
2.772259,1.965714,-1.322219,-0.508718,1.416706,-1.833162,0.709611
2.772554,1.967220,-1.322369,-0.508325,1.416705,-1.834775,0.709614
2.772848,1.968728,-1.322518,-0.507932,1.416704,-1.836391,0.709617
2.773143,1.970239,-1.322668,-0.507540,1.416703,-1.838010,0.709621
2.773437,1.971753,-1.322817,-0.507147,1.416702,-1.839631,0.709624
2.773732,1.973269,-1.322967,-0.506754,1.416700,-1.841254,0.709627
2.774026,1.974787,-1.323116,-0.506361,1.416699,-1.842880,0.709631
2.774321,1.976308,-1.323265,-0.505968,1.416698,-1.844509,0.709634
2.774615,1.977832,-1.323414,-0.505575,1.416697,-1.846140,0.709637
2.774910,1.979358,-1.323563,-0.505182,1.416696,-1.847774,0.709641
2.775204,1.980886,-1.323711,-0.504789,1.416695,-1.849410,0.709644
2.775499,1.982418,-1.323860,-0.504396,1.416694,-1.851048,0.709647
2.775793,1.983951,-1.324008,-0.504003,1.416692,-1.852689,0.709651
2.776088,1.985488,-1.324157,-0.503610,1.416691,-1.854333,0.709654
2.776383,1.987026,-1.324305,-0.503216,1.416690,-1.855979,0.709658
2.776677,1.988568,-1.324453,-0.502823,1.416689,-1.857628,0.709661
2.776972,1.990112,-1.324601,-0.502430,1.416688,-1.859280,0.709665
2.777266,1.991658,-1.324749,-0.502036,1.416687,-1.860934,0.709668
2.777561,1.993208,-1.324897,-0.501643,1.416685,-1.862590,0.709671
2.777855,1.994759,-1.325045,-0.501249,1.416684,-1.864249,0.709675
2.778150,1.996314,-1.325192,-0.500856,1.416683,-1.865911,0.709678
2.778444,1.997871,-1.325340,-0.500462,1.416682,-1.867576,0.709682
2.778739,1.999430,-1.325487,-0.500069,1.416681,-1.869243,0.709685
2.779033,2.000992,-1.325634,-0.499675,1.416680,-1.870912,0.709689
2.779328,2.002557,-1.325781,-0.499281,1.416679,-1.872584,0.709692
2.779622,2.004125,-1.325928,-0.498887,1.416677,-1.874259,0.709696
2.779917,2.005695,-1.326075,-0.498494,1.416676,-1.875937,0.709699
2.780211,2.007268,-1.326222,-0.498100,1.416675,-1.877617,0.709703
2.780506,2.008843,-1.326369,-0.497706,1.416674,-1.879300,0.709706
2.780800,2.010421,-1.326515,-0.497312,1.416673,-1.880985,0.709710
2.781095,2.012002,-1.326662,-0.496918,1.416672,-1.882673,0.709714
2.781389,2.013585,-1.326808,-0.496524,1.416670,-1.884364,0.709717
2.781684,2.015171,-1.326954,-0.496130,1.416669,-1.886057,0.709721
2.781978,2.016760,-1.327100,-0.495735,1.416668,-1.887753,0.709724
2.782273,2.018352,-1.327246,-0.495341,1.416667,-1.889452,0.709728
2.782568,2.019946,-1.327392,-0.494947,1.416666,-1.891154,0.709732
2.782862,2.021543,-1.327538,-0.494553,1.416665,-1.892858,0.709735
2.783157,2.023142,-1.327683,-0.494158,1.416663,-1.894565,0.709739
2.783451,2.024744,-1.327829,-0.493764,1.416662,-1.896274,0.709742
2.783746,2.026349,-1.327974,-0.493369,1.416661,-1.897986,0.709746
2.784040,2.027957,-1.328119,-0.492975,1.416660,-1.899702,0.709750
2.784335,2.029568,-1.328264,-0.492580,1.416659,-1.901419,0.709753
2.784629,2.031181,-1.328409,-0.492186,1.416658,-1.903140,0.709757
2.784924,2.032797,-1.328554,-0.491791,1.416656,-1.904863,0.709761
2.785218,2.034416,-1.328699,-0.491396,1.416655,-1.906589,0.709764
2.785513,2.036037,-1.328844,-0.491002,1.416654,-1.908318,0.709768
2.785807,2.037662,-1.328988,-0.490607,1.416653,-1.910049,0.709772
2.786102,2.039289,-1.329133,-0.490212,1.416652,-1.911784,0.709776
2.786396,2.040919,-1.329277,-0.489817,1.416651,-1.913521,0.709779
2.786691,2.042551,-1.329421,-0.489422,1.416649,-1.915261,0.709783
2.786985,2.044187,-1.329565,-0.489027,1.416648,-1.917003,0.709787
2.787280,2.045825,-1.329709,-0.488632,1.416647,-1.918749,0.709791
2.787574,2.047466,-1.329853,-0.488237,1.416646,-1.920497,0.709794
2.787869,2.049110,-1.329997,-0.487842,1.416645,-1.922248,0.709798
2.788163,2.050757,-1.330141,-0.487447,1.416643,-1.924002,0.709802
2.788458,2.052406,-1.330284,-0.487052,1.416642,-1.925759,0.709806
2.788753,2.054059,-1.330428,-0.486656,1.416641,-1.927519,0.709810
2.789047,2.055714,-1.330571,-0.486261,1.416640,-1.929281,0.709813
2.789342,2.057372,-1.330714,-0.485866,1.416639,-1.931047,0.709817
2.789636,2.059033,-1.330857,-0.485470,1.416638,-1.932815,0.709821
2.789931,2.060697,-1.331000,-0.485075,1.416636,-1.934586,0.709825
2.790225,2.062364,-1.331143,-0.484680,1.416635,-1.936360,0.709829
2.790520,2.064034,-1.331285,-0.484284,1.416634,-1.938136,0.709833
2.790814,2.065706,-1.331428,-0.483888,1.416633,-1.939916,0.709837
2.791109,2.067382,-1.331570,-0.483493,1.416632,-1.941699,0.709840
2.791403,2.069060,-1.331713,-0.483097,1.416630,-1.943484,0.709844
2.791698,2.070742,-1.331855,-0.482701,1.416629,-1.945273,0.709848
2.791992,2.072426,-1.331997,-0.482306,1.416628,-1.947064,0.709852
2.792287,2.074113,-1.332139,-0.481910,1.416627,-1.948858,0.709856
2.792581,2.075803,-1.332281,-0.481514,1.416626,-1.950656,0.709860
2.792876,2.077496,-1.332423,-0.481118,1.416625,-1.952456,0.709864
2.793170,2.079192,-1.332564,-0.480722,1.416623,-1.954259,0.709868
2.793465,2.080891,-1.332706,-0.480326,1.416622,-1.956065,0.709872
2.793759,2.082593,-1.332847,-0.479930,1.416621,-1.957874,0.709876
2.794054,2.084298,-1.332989,-0.479534,1.416620,-1.959686,0.709880
2.794348,2.086006,-1.333130,-0.479138,1.416619,-1.961501,0.709884
2.794643,2.087717,-1.333271,-0.478742,1.416617,-1.963319,0.709888
2.794938,2.089431,-1.333412,-0.478345,1.416616,-1.965140,0.709892
2.795232,2.091148,-1.333553,-0.477949,1.416615,-1.966964,0.709896
2.795527,2.092868,-1.333693,-0.477553,1.416614,-1.968791,0.709900
2.795821,2.094591,-1.333834,-0.477156,1.416613,-1.970621,0.709904
2.796116,2.096317,-1.333974,-0.476760,1.416611,-1.972454,0.709908
2.796410,2.098046,-1.334115,-0.476364,1.416610,-1.974290,0.709912
2.796705,2.099778,-1.334255,-0.475967,1.416609,-1.976129,0.709916
2.796999,2.101513,-1.334395,-0.475571,1.416608,-1.977971,0.709921
2.797294,2.103251,-1.334535,-0.475174,1.416607,-1.979816,0.709925
2.797588,2.104992,-1.334675,-0.474777,1.416605,-1.981665,0.709929
2.797883,2.106737,-1.334815,-0.474381,1.416604,-1.983516,0.709933
2.798177,2.108484,-1.334954,-0.473984,1.416603,-1.985370,0.709937
2.798472,2.110235,-1.335094,-0.473587,1.416602,-1.987228,0.709941
2.798766,2.111989,-1.335233,-0.473190,1.416601,-1.989089,0.709946
2.799061,2.113745,-1.335373,-0.472793,1.416599,-1.990952,0.709950
2.799355,2.115505,-1.335512,-0.472396,1.416598,-1.992819,0.709954
2.799650,2.117268,-1.335651,-0.471999,1.416597,-1.994689,0.709958
2.799944,2.119034,-1.335790,-0.471602,1.416596,-1.996562,0.709962
2.800239,2.120804,-1.335929,-0.471205,1.416595,-1.998438,0.709967
2.800534,2.122576,-1.336068,-0.470808,1.416593,-2.000318,0.709971
2.800828,2.124352,-1.336206,-0.470411,1.416592,-2.002200,0.709975
2.801123,2.126131,-1.336345,-0.470014,1.416591,-2.004086,0.709979
2.801417,2.127913,-1.336483,-0.469617,1.416590,-2.005975,0.709984
2.801712,2.129698,-1.336621,-0.469219,1.416589,-2.007867,0.709988
2.802006,2.131486,-1.336759,-0.468822,1.416587,-2.009762,0.709992
2.802301,2.133278,-1.336897,-0.468425,1.416586,-2.011661,0.709997
2.802595,2.135073,-1.337035,-0.468027,1.416585,-2.013563,0.710001
2.802890,2.136871,-1.337173,-0.467630,1.416584,-2.015467,0.710005
2.803184,2.138672,-1.337311,-0.467232,1.416583,-2.017376,0.710010
2.803479,2.140476,-1.337448,-0.466835,1.416581,-2.019287,0.710014
2.803773,2.142284,-1.337586,-0.466437,1.416580,-2.021202,0.710018
2.804068,2.144095,-1.337723,-0.466039,1.416579,-2.023119,0.710023
2.804362,2.145909,-1.337860,-0.465642,1.416578,-2.025040,0.710027
2.804657,2.147727,-1.337997,-0.465244,1.416576,-2.026965,0.710032
2.804951,2.149548,-1.338134,-0.464846,1.416575,-2.028893,0.710036
2.805246,2.151372,-1.338271,-0.464448,1.416574,-2.030823,0.710040
2.805540,2.153199,-1.338408,-0.464050,1.416573,-2.032758,0.710045
2.805835,2.155030,-1.338545,-0.463653,1.416572,-2.034695,0.710049
2.806129,2.156864,-1.338681,-0.463255,1.416570,-2.036636,0.710054
2.806424,2.158701,-1.338817,-0.462857,1.416569,-2.038580,0.710058
2.806719,2.160542,-1.338954,-0.462458,1.416568,-2.040528,0.710063
2.807013,2.162386,-1.339090,-0.462060,1.416567,-2.042479,0.710067
2.807308,2.164234,-1.339226,-0.461662,1.416566,-2.044433,0.710072
2.807602,2.166084,-1.339362,-0.461264,1.416564,-2.046390,0.710076
2.807897,2.167939,-1.339498,-0.460866,1.416563,-2.048351,0.710081
2.808191,2.169796,-1.339633,-0.460467,1.416562,-2.050315,0.710086
2.808486,2.171657,-1.339769,-0.460069,1.416561,-2.052283,0.710090
